Ship_Type,Ship_Size,Fuel_Level_tonnes,Ship_Load_%,Wind_Speed_knots,Precipitation_mm_hr,Wave_Height_m,Storm_Severity,Distance_to_Disaster_km,Adjusted_Speed_knots
Cargo,Large,177.69,86.0,4.28,13.53,2.44,Low,110.67,15.18
Passenger,Large,183.29,67.0,32.84,30.09,13.68,High,367.47,6.06
Cargo,Large,176.06,63.0,17.42,46.5,7.42,Medium,339.63,11.25
Container,Large,193.58,86.0,2.89,42.83,3.58,Low,240.71,15.85
Passenger,Small,30.88,61.0,31.45,23.02,9.39,Medium,471.33,5.14
Cargo,Small,42.13,83.0,15.08,41.32,4.22,Medium,339.82,4.8
Passenger,Small,28.88,98.0,4.01,21.16,2.78,Low,446.71,9.37
Tanker,Large,131.35,83.0,25.35,12.62,5.32,Medium,95.28,9.3
Passenger,Large,153.52,76.0,35.21,49.17,16.03,High,148.32,3.14
Cargo,Medium,60.73,86.0,35.51,15.19,6.85,Medium,52.26,5.36
Cargo,Small,32.8,78.0,38.31,16.19,4.9,Medium,152.29,2.19
Container,Small,32.83,82.0,34.71,49.48,8.16,High,485.89,2.32
Cargo,Medium,69.61,98.0,0.09,6.7,0.36,Low,481.43,15.84
Tanker,Medium,55.95,75.0,15.21,38.03,4.07,Medium,380.19,9.47
Tanker,Medium,76.2,98.0,32.74,46.79,8.2,Medium,260.52,6.81
Passenger,Small,25.7,96.0,14.65,25.59,7.23,Medium,390.39,5.34
Container,Small,27.6,68.0,24.06,0.13,9.82,Medium,276.74,3.98
Tanker,Large,114.46,63.0,24.25,18.75,11.29,Medium,1.75,7.7
Cargo,Medium,88.13,64.0,14.6,5.58,6.65,Medium,250.77,8.6
Tanker,Small,40.03,61.0,36.18,20.81,10.74,High,299.46,0.7
Passenger,Medium,68.88,64.0,20.13,39.5,10.97,Medium,132.87,6.04
Container,Large,179.87,87.0,18.59,21.94,6.87,Medium,101.65,9.36
Passenger,Small,26.66,63.0,39.9,21.6,12.58,High,136.9,0.0
Cargo,Medium,72.44,73.0,19.74,27.84,9.04,Medium,311.81,8.27
Container,Medium,70.58,94.0,7.14,29.08,2.78,Low,73.03,10.71
Tanker,Medium,96.84,61.0,20.52,42.81,10.67,Medium,360.16,8.25
Cargo,Large,135.13,93.0,32.56,15.42,9.62,Medium,211.34,9.61
Passenger,Medium,60.2,71.0,31.07,41.08,6.74,Medium,176.67,6.32
Cargo,Medium,77.33,65.0,31.54,28.3,6.07,Medium,403.62,8.89
Tanker,Large,158.48,88.0,28.32,15.03,5.45,Medium,253.03,10.67
Cargo,Small,32.2,85.0,10.17,14.76,5.38,Low,189.2,6.35
Passenger,Medium,73.91,95.0,34.48,18.06,18.02,High,439.08,4.5
Container,Medium,67.63,89.0,35.74,31.13,10.23,High,184.13,2.41
Container,Medium,91.97,92.0,7.77,11.54,2.26,Low,429.5,14.65
Container,Small,39.39,71.0,5.22,46.02,3.28,Low,252.1,6.81
Container,Small,42.15,67.0,39.02,28.75,18.2,High,104.0,0.0
Passenger,Medium,70.81,90.0,34.73,46.0,8.68,High,306.41,3.54
Tanker,Small,43.41,92.0,35.73,2.32,16.9,High,142.66,0.0
Container,Large,165.25,100.0,35.46,17.13,13.87,High,73.58,3.23
Tanker,Medium,66.74,77.0,21.67,1.14,10.0,Medium,43.26,5.93
Container,Large,161.26,75.0,25.86,13.61,9.0,Medium,120.85,9.14
Container,Large,142.77,91.0,21.81,43.1,10.36,Medium,368.28,11.09
Cargo,Medium,85.23,74.0,2.05,1.83,0.8,Low,419.0,15.17
Container,Medium,92.07,97.0,29.82,21.81,13.99,High,430.86,4.98
Passenger,Small,38.26,94.0,20.21,5.88,9.07,Medium,135.07,2.72
Cargo,Large,130.37,77.0,25.91,20.84,9.75,Medium,330.49,11.02
Cargo,Large,192.65,90.0,20.11,41.94,9.2,Medium,115.18,8.79
Passenger,Small,28.41,90.0,19.67,31.15,10.78,Medium,311.38,3.83
Container,Small,26.53,64.0,6.87,36.84,5.08,Medium,443.61,6.25
Passenger,Medium,57.92,96.0,11.15,17.46,4.95,Low,20.45,10.0
Cargo,Small,46.69,80.0,6.35,47.22,3.02,Low,492.61,9.16
Container,Medium,95.7,93.0,7.83,35.46,2.88,Low,413.54,13.95
Cargo,Small,39.01,73.0,38.92,21.09,18.3,High,380.83,0.61
Container,Medium,87.34,96.0,6.12,21.32,1.89,Low,345.68,13.74
Cargo,Medium,64.45,76.0,10.77,45.93,4.29,Medium,385.14,9.57
Tanker,Small,44.56,60.0,23.62,28.82,5.98,Medium,497.3,6.02
Tanker,Medium,66.05,96.0,24.41,35.32,10.07,Medium,385.1,8.52
Container,Small,40.61,64.0,6.16,20.85,3.08,Low,175.8,6.53
Cargo,Medium,76.48,73.0,31.75,11.18,7.41,Medium,306.96,8.12
Container,Small,42.5,98.0,31.41,36.18,7.56,Medium,168.46,2.03
Container,Medium,64.75,98.0,9.49,30.39,5.37,Medium,485.03,10.83
Passenger,Small,45.45,83.0,11.55,25.07,6.73,Medium,450.07,6.15
Tanker,Large,194.0,85.0,37.52,31.2,6.1,Medium,283.81,10.13
Cargo,Large,167.62,78.0,33.03,10.41,5.58,Medium,390.64,11.89
Passenger,Small,40.38,72.0,27.91,39.7,11.95,High,454.84,2.16
Container,Medium,65.22,73.0,3.29,47.41,3.76,Low,121.8,10.93
Tanker,Medium,79.15,87.0,16.73,44.56,9.2,Medium,289.74,7.85
Passenger,Medium,68.98,90.0,22.37,16.07,9.48,Medium,240.86,7.62
Container,Large,162.16,92.0,7.5,20.3,4.43,Low,385.8,17.43
Container,Medium,99.66,92.0,17.93,40.42,5.37,Medium,189.54,7.25
Passenger,Small,41.22,64.0,24.04,29.76,4.92,Medium,354.49,4.66
Container,Medium,68.0,80.0,13.1,27.4,5.9,Medium,201.5,7.82
Cargo,Large,142.36,62.0,31.24,46.33,15.72,High,55.54,2.49
Container,Medium,74.42,82.0,33.62,26.8,12.53,High,53.56,1.07
Cargo,Medium,51.77,78.0,12.94,25.75,7.57,Medium,59.53,6.28
Tanker,Large,170.03,96.0,33.55,2.1,14.14,High,16.26,3.03
Container,Medium,89.43,74.0,4.14,3.47,1.75,Low,266.49,13.41
Cargo,Large,133.32,65.0,33.51,0.37,4.18,Medium,335.95,11.66
Container,Medium,96.86,66.0,6.11,45.66,3.16,Low,63.36,10.3
Cargo,Small,28.39,90.0,3.32,20.42,2.4,Low,305.93,8.04
Passenger,Large,176.19,85.0,25.67,23.43,5.77,Medium,298.87,11.06
Passenger,Small,31.54,64.0,18.88,42.27,4.22,Medium,73.55,1.92
Passenger,Medium,53.98,63.0,36.32,30.46,18.39,High,202.04,1.76
Passenger,Small,31.18,88.0,14.53,30.48,8.15,Medium,377.57,5.02
Tanker,Small,27.68,63.0,11.49,14.83,2.89,Low,8.38,4.72
Passenger,Large,198.49,93.0,20.03,41.7,10.34,Medium,73.47,8.27
Tanker,Large,196.79,88.0,18.24,8.29,2.59,Low,497.91,18.44
Container,Medium,70.19,63.0,13.78,2.66,3.08,Low,366.77,13.82
Passenger,Medium,79.8,63.0,27.75,9.58,10.18,Medium,232.07,7.32
Container,Small,31.81,99.0,30.38,13.39,12.98,High,314.9,1.06
Passenger,Large,194.98,75.0,34.12,14.12,4.26,Medium,423.11,12.22
Tanker,Small,23.56,75.0,38.91,33.53,10.64,High,421.15,1.53
Passenger,Large,100.7,93.0,10.67,10.89,2.53,Low,162.35,15.42
Container,Large,146.44,98.0,28.64,33.83,16.0,High,245.65,4.75
Container,Medium,79.4,99.0,15.77,4.56,6.04,Low,319.03,12.91
Container,Medium,86.47,90.0,27.08,7.36,7.47,Medium,35.95,5.71
Cargo,Large,173.65,75.0,19.04,25.44,3.75,Medium,472.9,13.29
Cargo,Small,42.91,63.0,39.75,46.09,15.8,High,216.37,0.0
Cargo,Large,182.28,91.0,29.16,42.98,12.55,High,185.43,4.28
Container,Small,33.89,82.0,38.1,48.44,18.67,High,453.55,0.79
Cargo,Large,169.18,77.0,33.4,32.52,8.82,Medium,59.14,7.79
Passenger,Small,38.2,96.0,36.12,33.79,19.48,High,19.63,0.0
Cargo,Medium,90.57,64.0,32.58,31.25,10.55,High,342.5,4.12
Container,Small,43.25,80.0,18.37,31.14,5.57,Medium,192.5,3.23
Cargo,Medium,94.31,60.0,10.07,7.36,2.78,Low,382.24,14.09
Passenger,Small,43.66,79.0,14.81,27.19,5.92,Medium,34.27,1.87
Tanker,Large,120.62,62.0,0.81,19.3,1.35,Low,191.88,16.16
Tanker,Large,184.43,65.0,20.96,22.13,9.37,Medium,117.66,9.15
Container,Medium,99.52,65.0,20.2,26.18,7.99,Medium,369.8,8.97
Container,Small,28.85,86.0,21.01,6.42,3.79,Low,113.59,5.38
Container,Large,161.05,90.0,38.96,17.97,7.12,Medium,228.97,9.67
Passenger,Small,35.5,83.0,36.46,3.17,11.13,Medium,409.44,4.49
Tanker,Large,184.35,98.0,6.47,48.98,4.98,Medium,457.7,13.18
Cargo,Large,155.03,75.0,14.76,5.93,6.21,Low,361.3,16.94
Tanker,Medium,60.49,71.0,16.96,12.93,3.88,Low,214.61,11.85
Passenger,Medium,76.64,95.0,14.42,44.56,4.25,Medium,285.99,8.42
Cargo,Large,147.48,69.0,31.94,24.14,9.31,Medium,344.84,10.84
Tanker,Large,165.42,99.0,20.96,6.78,10.13,Medium,437.47,12.58
Cargo,Medium,62.79,60.0,22.88,19.21,8.24,Medium,444.29,9.69
Tanker,Small,45.74,99.0,34.12,5.79,8.07,Medium,465.48,5.43
Passenger,Medium,55.88,62.0,32.24,10.01,7.9,Medium,405.36,9.05
Passenger,Small,43.46,96.0,5.29,2.6,0.94,Low,73.4,6.12
Passenger,Small,48.03,81.0,28.56,21.91,9.36,Medium,373.82,4.34
Tanker,Small,21.2,100.0,17.42,40.33,9.27,Medium,407.3,4.87
Passenger,Large,136.26,63.0,11.79,29.3,7.21,Medium,438.94,12.89
Passenger,Large,193.47,82.0,2.0,30.32,2.12,Low,462.41,18.51
Container,Medium,52.13,99.0,19.49,10.03,3.75,Low,254.58,12.2
Container,Small,20.9,81.0,14.22,17.19,6.17,Medium,327.55,5.0
Passenger,Medium,51.94,85.0,10.06,42.26,6.16,Medium,4.78,5.68
Cargo,Large,129.8,88.0,27.79,4.39,3.8,Low,286.39,15.81
Passenger,Large,149.31,78.0,30.78,42.9,15.69,High,236.6,4.4
Tanker,Small,30.62,85.0,9.79,24.18,5.44,Low,481.15,9.09
Cargo,Small,43.22,83.0,1.98,41.86,2.67,Low,450.85,9.11
Passenger,Large,134.86,96.0,33.95,15.9,11.8,High,398.8,6.79
Tanker,Medium,96.28,62.0,0.4,16.94,1.0,Low,28.5,11.03
Tanker,Small,41.11,71.0,37.48,37.58,15.77,High,201.01,0.0
Container,Large,184.36,98.0,25.1,39.25,4.64,Medium,348.02,11.38
Cargo,Large,199.17,96.0,12.87,11.48,2.49,Low,14.83,13.83
Tanker,Large,198.67,78.0,9.86,48.64,4.06,Medium,117.91,9.71
Passenger,Large,144.04,85.0,0.36,4.22,0.36,Low,443.75,19.1
Passenger,Medium,62.22,71.0,9.42,3.43,2.77,Low,64.89,11.03
Container,Small,39.29,68.0,5.51,29.78,3.24,Low,25.69,4.86
Cargo,Large,126.01,79.0,24.49,36.14,11.83,High,290.29,5.77
Passenger,Medium,87.78,74.0,6.66,48.04,3.98,Medium,473.23,10.64
Cargo,Medium,56.81,83.0,21.15,20.25,9.46,Medium,417.31,9.36
Cargo,Large,149.29,63.0,23.6,1.26,6.6,Medium,487.39,13.41
Tanker,Medium,93.49,99.0,11.92,30.14,4.5,Low,376.76,13.32
Tanker,Large,167.87,99.0,1.4,14.48,1.05,Low,218.68,16.52
Cargo,Large,150.43,88.0,1.49,21.65,1.81,Low,473.31,18.84
Tanker,Medium,57.12,81.0,1.05,24.42,1.65,Low,213.32,12.63
Passenger,Large,188.4,72.0,29.56,3.23,3.36,Low,175.05,14.67
Passenger,Medium,76.51,93.0,12.72,24.3,7.36,Medium,224.1,7.98
Container,Medium,72.8,87.0,31.85,21.32,14.13,High,406.99,4.64
Cargo,Large,102.25,67.0,17.27,35.63,4.54,Medium,458.85,12.96
Passenger,Large,188.45,96.0,18.12,32.28,3.98,Medium,178.84,10.24
Container,Medium,75.11,93.0,20.52,9.26,5.04,Medium,231.12,8.2
Passenger,Large,106.1,98.0,28.52,10.31,10.49,Medium,449.16,12.21
Passenger,Large,164.83,89.0,10.94,12.55,4.42,Low,23.52,13.8
Passenger,Medium,98.86,85.0,4.86,8.95,1.47,Low,391.93,14.55
Cargo,Small,38.97,77.0,22.24,32.86,7.83,Medium,227.11,3.12
Passenger,Large,171.69,97.0,13.08,49.72,4.9,Medium,188.26,10.14
Tanker,Small,26.43,95.0,17.7,32.61,3.76,Medium,223.46,3.72
Passenger,Large,111.14,62.0,25.88,30.33,9.46,Medium,209.35,9.65
Cargo,Medium,99.42,61.0,19.77,20.5,5.75,Medium,378.31,9.41
Tanker,Small,43.29,75.0,24.81,15.63,8.65,Medium,463.97,5.62
Passenger,Small,32.67,92.0,21.77,45.55,12.7,High,245.73,0.19
Cargo,Large,127.68,99.0,29.59,48.45,7.08,Medium,416.37,11.41
Container,Small,40.6,66.0,28.24,24.84,4.09,Medium,365.97,4.74
Cargo,Medium,94.54,84.0,21.37,14.51,3.52,Low,165.34,11.14
Container,Small,27.31,75.0,27.16,38.51,9.67,Medium,293.66,3.24
Tanker,Medium,53.13,99.0,34.94,6.62,13.71,High,333.41,4.08
Tanker,Small,46.5,94.0,17.29,38.28,7.66,Medium,11.75,1.12
Cargo,Large,143.67,94.0,16.51,40.95,6.97,Medium,197.98,10.04
Container,Medium,62.52,79.0,30.57,6.25,7.7,Medium,496.32,10.14
Container,Small,44.88,77.0,23.3,48.84,7.66,Medium,318.63,3.68
Passenger,Small,36.04,71.0,2.84,49.28,3.18,Low,167.12,6.03
Container,Large,175.1,62.0,35.68,46.84,14.64,High,125.01,3.07
Tanker,Small,30.96,95.0,1.23,24.8,1.45,Low,104.74,6.14
Cargo,Large,130.96,93.0,29.94,12.3,12.85,High,200.82,4.98
Cargo,Small,36.46,100.0,30.35,29.1,11.47,High,96.63,0.0
Tanker,Medium,90.35,100.0,38.12,21.0,8.97,Medium,67.59,5.05
Passenger,Medium,81.94,82.0,2.17,10.3,1.17,Low,182.03,12.59
Passenger,Medium,81.14,91.0,23.87,21.18,12.64,Medium,303.5,7.75
Cargo,Medium,94.14,98.0,17.11,33.19,3.51,Medium,73.2,6.46
Cargo,Medium,59.74,94.0,13.23,3.55,2.56,Low,22.17,10.43
Container,Medium,90.79,70.0,3.61,16.67,1.84,Low,17.32,10.68
Cargo,Small,20.77,78.0,22.51,0.89,8.04,Medium,133.69,2.79
Container,Medium,99.21,65.0,19.16,37.47,5.42,Medium,95.07,6.3
Cargo,Small,33.51,98.0,4.18,32.03,3.58,Low,269.63,7.29
Container,Medium,59.48,84.0,24.5,3.13,8.9,Medium,227.86,7.7
Container,Small,48.89,69.0,29.52,48.24,15.72,High,162.38,0.0
Passenger,Medium,67.13,87.0,30.69,1.13,7.17,Medium,416.77,9.49
Container,Medium,68.88,85.0,36.21,29.5,17.1,High,252.47,2.41
Tanker,Small,32.11,74.0,16.38,38.82,6.06,Medium,45.76,1.66
Cargo,Small,35.64,65.0,38.12,39.39,9.64,High,147.88,0.0
Passenger,Small,39.18,87.0,34.62,1.71,16.17,High,486.67,2.48
Tanker,Medium,50.23,81.0,11.86,45.32,3.89,Medium,488.49,10.6
Tanker,Large,153.9,91.0,6.37,45.92,5.34,Medium,127.34,9.9
Tanker,Small,23.09,81.0,17.42,28.07,6.34,Medium,83.62,2.17
Cargo,Medium,70.39,94.0,16.08,24.1,9.2,Medium,247.84,7.87
Tanker,Large,125.13,82.0,23.03,2.24,7.39,Medium,240.73,10.87
Passenger,Small,39.78,82.0,23.34,28.1,10.81,Medium,205.07,2.64
Tanker,Medium,50.54,95.0,30.0,20.47,4.11,Medium,264.68,7.93
Container,Medium,67.88,76.0,20.4,38.64,8.02,Medium,116.1,6.17
Container,Large,113.41,65.0,4.19,20.19,2.66,Low,57.46,14.5
Tanker,Medium,79.3,61.0,34.33,34.18,15.89,High,285.23,2.86
Passenger,Medium,95.03,90.0,12.39,5.07,2.28,Low,466.3,14.91
Container,Large,166.06,85.0,38.85,6.65,10.73,Medium,68.87,7.94
Container,Small,38.78,88.0,4.71,6.99,1.61,Low,352.41,8.79
Container,Medium,69.56,69.0,38.33,2.28,5.54,Medium,218.95,7.27
Tanker,Large,116.85,65.0,3.64,27.07,2.36,Low,146.99,15.31
Cargo,Medium,82.65,61.0,9.24,39.7,5.89,Medium,426.55,10.02
Tanker,Medium,53.66,74.0,1.86,30.52,1.94,Low,228.25,12.59
Tanker,Medium,85.59,84.0,28.2,28.75,9.14,Medium,291.66,7.62
Tanker,Medium,89.81,76.0,34.01,34.03,18.18,High,221.53,2.02
Tanker,Large,148.22,77.0,17.36,16.98,2.81,Low,40.62,13.72
Passenger,Small,42.65,96.0,37.14,18.1,13.41,High,297.45,0.41
Tanker,Large,135.66,74.0,23.61,15.71,10.17,Medium,209.42,9.98
Cargo,Medium,83.56,81.0,25.2,35.61,11.97,High,43.38,1.26
Cargo,Large,104.73,91.0,33.82,8.08,13.47,High,297.91,5.78
Tanker,Large,110.5,76.0,11.87,0.65,4.67,Low,4.94,13.78
Container,Small,30.17,85.0,14.17,29.81,3.24,Low,104.26,5.21
Cargo,Large,133.27,94.0,36.24,47.12,13.72,High,390.53,5.78
Container,Medium,88.63,98.0,36.04,30.47,16.41,High,18.96,0.14
Cargo,Large,183.18,66.0,39.06,39.15,7.33,Medium,323.34,10.16
Passenger,Small,33.32,97.0,36.07,33.64,5.46,Medium,474.85,5.13
Tanker,Small,45.22,80.0,5.09,24.87,3.41,Low,85.6,5.56
Passenger,Large,159.51,70.0,32.95,35.92,14.48,High,208.56,4.27
Tanker,Small,45.38,78.0,16.39,41.21,6.4,Medium,287.75,3.99
Passenger,Large,165.17,99.0,39.63,11.24,19.43,High,225.21,4.1
Container,Small,23.45,80.0,18.89,16.81,8.52,Medium,310.19,4.37
Cargo,Medium,60.99,73.0,22.15,11.19,11.35,Medium,202.05,7.15
Container,Medium,73.42,85.0,21.19,22.61,11.13,Medium,74.25,5.72
Container,Medium,82.9,70.0,12.87,44.25,5.98,Medium,44.52,5.92
Container,Small,49.43,63.0,3.0,17.26,2.07,Low,372.22,8.82
Container,Small,27.14,65.0,35.83,18.72,14.11,High,119.31,0.0
Cargo,Medium,96.08,65.0,32.11,43.02,15.78,High,423.73,4.19
Container,Large,174.88,66.0,5.58,25.77,3.6,Low,371.51,17.36
Cargo,Large,175.92,66.0,31.07,26.77,6.35,Medium,24.73,7.92
Container,Large,147.19,86.0,25.03,43.04,7.0,Medium,100.61,8.59
Cargo,Small,45.35,67.0,16.37,24.53,4.6,Medium,146.0,3.09
Cargo,Medium,72.32,74.0,10.16,34.08,6.05,Medium,297.24,8.78
Passenger,Medium,62.38,96.0,34.39,4.28,14.81,High,404.91,4.76
Passenger,Large,188.32,79.0,28.01,8.93,8.8,Medium,30.17,8.24
Container,Small,36.35,87.0,21.91,20.22,8.29,Medium,124.8,2.32
Cargo,Large,125.97,67.0,24.38,24.74,11.74,Medium,188.1,9.39
Passenger,Large,194.84,68.0,3.64,48.29,3.23,Low,91.69,14.25
Cargo,Medium,58.85,62.0,18.96,48.53,4.7,Medium,272.65,7.94
Passenger,Large,178.71,67.0,7.75,42.56,4.4,Medium,239.0,11.11
Passenger,Small,28.29,71.0,8.34,15.78,4.67,Low,158.25,6.18
Tanker,Large,169.37,67.0,26.45,48.2,13.42,High,258.44,4.96
Container,Medium,98.9,64.0,36.45,34.47,10.71,High,177.91,2.2
Passenger,Large,101.23,65.0,16.15,19.65,3.02,Low,171.6,15.01
Container,Small,22.04,78.0,8.31,35.08,4.7,Low,132.7,5.54
Cargo,Large,131.38,68.0,25.95,0.83,11.3,Medium,270.22,10.66
Passenger,Large,145.51,75.0,34.85,7.31,13.12,High,222.06,5.02
Container,Medium,50.66,80.0,29.93,41.48,10.16,High,98.16,1.64
Container,Medium,78.0,88.0,34.75,32.28,6.8,Medium,6.48,4.6
Cargo,Medium,83.89,62.0,21.46,18.21,10.87,Medium,75.46,5.83
Tanker,Medium,65.58,92.0,30.08,25.03,7.58,Medium,21.42,5.05
Passenger,Medium,94.04,85.0,5.6,45.26,3.33,Low,215.8,11.84
Passenger,Large,123.05,63.0,13.93,31.58,7.52,Medium,112.55,9.45
Container,Medium,59.97,95.0,15.58,19.91,8.67,Medium,210.23,7.66
Cargo,Small,23.11,97.0,20.45,6.02,7.75,Medium,164.72,3.13
Cargo,Small,49.87,62.0,37.16,14.69,13.74,High,269.01,0.16
Passenger,Medium,51.03,71.0,34.97,48.92,10.41,High,361.93,3.85
Cargo,Medium,79.0,92.0,5.38,21.87,1.68,Low,239.66,12.72
Container,Large,151.33,90.0,6.91,23.59,2.4,Low,30.98,14.05
Tanker,Large,163.48,67.0,14.31,24.93,6.02,Medium,8.76,8.67
Container,Small,45.14,68.0,11.63,44.21,4.08,Medium,106.62,2.59
Passenger,Small,23.6,75.0,24.59,30.2,12.66,High,212.48,0.03
Tanker,Small,45.99,79.0,36.11,34.68,8.06,Medium,22.45,0.32
Container,Large,156.2,85.0,38.49,19.47,12.86,High,163.87,4.04
Passenger,Small,39.55,75.0,26.14,1.45,8.04,Medium,443.51,5.7
Container,Medium,62.43,79.0,33.53,46.55,13.78,High,45.01,0.46
Cargo,Small,31.81,90.0,21.01,47.46,7.23,Medium,474.26,5.42
Container,Large,112.95,61.0,8.33,47.46,6.12,Medium,428.34,12.71
Container,Large,106.6,70.0,20.99,47.18,8.19,Medium,415.89,11.75
Passenger,Medium,57.42,89.0,22.2,40.76,10.48,Medium,431.83,8.95
Cargo,Medium,96.25,96.0,29.7,34.23,12.24,High,40.03,1.01
Cargo,Medium,55.17,80.0,8.8,42.23,3.4,Low,75.58,10.33
Passenger,Medium,73.27,81.0,14.73,30.03,6.64,Medium,67.19,6.27
Tanker,Small,37.75,64.0,14.56,6.72,5.0,Low,55.62,4.99
Passenger,Medium,85.29,78.0,38.38,19.56,18.61,High,163.86,1.47
Tanker,Small,47.23,81.0,17.76,48.56,10.46,Medium,415.11,4.65
Container,Large,155.36,70.0,30.2,17.56,5.72,Medium,125.98,9.23
Cargo,Small,47.03,71.0,30.03,43.39,6.15,Medium,122.11,1.64
Passenger,Large,190.05,75.0,10.62,4.66,2.55,Low,337.94,17.3
Tanker,Large,190.83,61.0,22.87,16.71,12.15,Medium,48.46,8.19
Tanker,Large,152.89,73.0,35.77,17.55,4.76,Medium,180.14,9.59
Container,Large,166.71,68.0,19.01,2.58,7.15,Medium,147.71,10.16
Tanker,Medium,62.28,73.0,37.8,5.95,13.28,High,423.65,4.9
Tanker,Small,39.71,65.0,8.58,9.66,3.56,Low,257.25,7.39
Container,Small,43.16,96.0,2.97,41.89,2.65,Low,323.24,7.78
Tanker,Large,154.53,84.0,35.66,3.17,6.96,Medium,64.52,8.5
Container,Large,127.18,87.0,33.91,14.94,9.98,Medium,464.46,12.05
Passenger,Small,32.07,92.0,39.7,0.51,5.52,Medium,161.23,2.47
Tanker,Large,106.7,80.0,27.18,34.78,5.27,Medium,353.42,11.35
Tanker,Medium,93.48,63.0,37.47,31.02,6.62,Medium,477.31,9.22
Cargo,Medium,59.07,81.0,33.08,32.25,12.5,High,254.32,2.99
Container,Large,184.07,83.0,33.78,18.72,9.69,Medium,253.77,9.91
Container,Small,45.05,90.0,22.77,10.41,5.47,Medium,58.62,2.09
Tanker,Small,32.78,77.0,15.29,36.02,5.26,Medium,195.14,3.34
Cargo,Small,40.03,65.0,37.38,40.56,8.87,High,426.23,1.7
Container,Small,40.78,71.0,17.28,6.93,4.92,Low,67.55,4.98
Cargo,Small,47.69,75.0,21.55,24.34,5.12,Medium,458.75,5.91
Container,Small,25.01,86.0,17.84,12.44,7.39,Medium,333.65,4.86
Tanker,Large,173.66,83.0,22.59,8.41,3.8,Low,210.48,15.23
Passenger,Medium,86.75,74.0,18.82,36.72,10.86,Medium,273.25,7.57
Passenger,Large,131.08,99.0,1.92,26.9,1.61,Low,75.25,14.76
Cargo,Medium,69.98,84.0,35.28,10.81,17.38,High,108.74,1.37
Tanker,Small,41.26,69.0,17.78,15.5,8.48,Medium,143.2,2.78
Cargo,Medium,96.87,64.0,23.56,48.33,11.19,High,192.42,2.66
Tanker,Small,23.33,66.0,5.57,42.43,4.71,Medium,457.76,6.38
Cargo,Small,34.43,70.0,0.14,44.0,2.22,Low,183.78,6.53
Container,Medium,91.25,66.0,9.81,23.0,2.82,Low,261.92,12.59
Container,Medium,81.15,67.0,28.18,31.19,7.22,Medium,81.01,5.66
Passenger,Medium,93.06,71.0,3.97,18.84,1.73,Low,367.99,14.13
Passenger,Small,27.98,67.0,36.36,3.89,8.35,Medium,280.14,3.47
Tanker,Small,30.8,96.0,8.6,20.05,3.84,Low,219.95,6.78
Passenger,Medium,97.15,63.0,8.18,29.7,2.4,Low,473.59,14.69
Tanker,Medium,91.17,81.0,7.26,14.36,2.55,Low,445.33,14.75
Passenger,Small,44.95,76.0,0.56,42.4,2.23,Low,329.76,8.0
Tanker,Small,34.76,99.0,30.87,7.56,10.96,Medium,460.91,5.22
Cargo,Medium,87.43,64.0,35.0,18.36,18.21,High,282.39,2.89
Container,Medium,77.31,76.0,24.57,6.25,7.86,Medium,413.47,9.6
Tanker,Small,37.31,99.0,7.53,20.24,3.05,Low,204.73,6.76
Tanker,Small,47.2,95.0,11.41,1.98,2.92,Low,43.37,5.33
Container,Medium,65.51,93.0,19.04,13.63,8.56,Medium,497.07,10.49
Container,Medium,91.87,70.0,38.17,20.04,5.92,Medium,82.82,5.53
Tanker,Large,119.31,67.0,9.89,23.91,5.98,Medium,125.76,10.09
Cargo,Large,155.59,87.0,29.27,27.18,9.18,Medium,81.55,8.29
Container,Small,39.55,97.0,17.58,13.75,4.65,Low,168.74,5.87
Tanker,Medium,81.38,82.0,11.91,26.15,7.14,Medium,144.64,7.21
Passenger,Small,23.99,83.0,18.24,25.45,9.92,Medium,300.55,3.99
Cargo,Medium,93.33,71.0,2.85,15.81,1.81,Low,498.23,15.54
Tanker,Large,155.99,91.0,31.95,41.51,5.51,Medium,26.25,7.68
Container,Large,125.54,67.0,9.73,27.28,5.25,Low,389.22,17.14
Tanker,Small,34.11,73.0,29.02,16.61,7.63,Medium,64.0,1.49
Tanker,Small,45.59,77.0,2.73,47.37,3.07,Low,9.92,4.51
Tanker,Large,109.49,80.0,38.2,42.26,8.36,High,319.29,5.6
Container,Small,45.55,70.0,7.72,49.13,4.84,Medium,436.66,5.91
Passenger,Large,150.73,65.0,35.31,34.61,15.78,High,88.15,2.85
Container,Small,48.46,84.0,32.38,18.91,7.72,Medium,170.81,2.34
Tanker,Small,37.64,72.0,38.71,14.04,19.11,High,84.38,0.0
Cargo,Small,45.33,83.0,19.12,33.17,5.06,Medium,453.25,5.81
Container,Small,48.48,66.0,29.1,49.04,6.13,Medium,135.18,1.7
Tanker,Medium,76.21,79.0,14.83,31.34,6.87,Medium,222.36,7.77
Passenger,Small,34.62,81.0,7.37,44.08,5.44,Medium,447.37,6.08
Tanker,Medium,65.26,62.0,17.72,16.46,9.35,Medium,276.43,8.21
Passenger,Medium,96.29,73.0,6.63,20.35,3.72,Low,466.42,14.75
Container,Large,143.58,65.0,39.28,45.31,9.33,High,463.23,6.83
Cargo,Small,45.05,63.0,3.85,37.84,3.78,Low,230.8,6.78
Container,Large,149.08,100.0,23.57,49.07,13.48,High,291.19,5.4
Container,Small,36.29,73.0,25.06,38.74,6.08,Medium,115.16,1.92
